file,line,feature,runtimeOrTypeOnly,importPath,importedSymbols,needsImportUpdateOnMove,testWorkspaceImpact,tmpReference
tmp/check_runocr_response_mapping_boundary_2c.mjs,76,tmp,reference,(reference),,False,False,True
src/lib/historyStore.ts,5,lib,runtime,"import { saveImage as idbSaveImage, getImage as idbGetImage, deleteImagesFor as idbDeleteImagesFor } from ""./imageStore"";","{ saveImage as idbSaveImage, getImage as idbGetImage, deleteImagesFor as idbDeleteImagesFor }",True,False,False
src/components/runocr/RunOcrWorkspace.tsx,38,runocr,runtime,"import { getTemplateImage } from ""@/lib/imageStore"";",{ getTemplateImage },True,False,False
src/app/template/page.tsx,7,template,runtime,"import { getTemplateImage } from ""@/lib/imageStore"";",{ getTemplateImage },True,False,False
tmp/codex_frontend_file_inventory_usage_precheck.py,110,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_detail_history_view_ui_move_precheck.py,176,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_detail_history_view_ui_move_precheck.py,187,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_detail_history_view_ui_move_precheck.py,265,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_detail_history_view_ui_move_precheck.py,272,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_detail_history_view_ui_move_precheck.py,313,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_detail_history_view_ui_move_precheck.py,372,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_detail_history_view_ui_move_precheck.py,427,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_detail_history_view_ui_move_precheck.py,445,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,214,tmp,runtime,"""imageStoreRelation"": ""historyStore imports imageStore runtime helpers for IndexedDB image save/get/delete."",",,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,221,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,235,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,254,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,266,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,278,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,300,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,326,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,334,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,370,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,371,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,425,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,464,tmp,runtime,- historyStore -> imageStore runtime import: {dependency_impact['historyStoreImportsImageStore']},,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,484,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,491,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,508,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,22,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,33,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,42,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,203,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,204,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,398,tmp,runtime,"""reason"": ""historyStore, imageStore, groundTruthStore and restoreProfileStore are browser persistence modules using localStorage/IndexedDB. storage is clearer than utils/data and avoids feature-to-feature imports."",",,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,408,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,442,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,443,tmp,runtime,"{""phase"": ""CS-2"", ""name"": ""historyStore common/storage move"", ""items"": [""src/lib/historyStore.ts""], ""risk"": ""HIGH"", ""notes"": ""after imageStore so sibling storage import is natural""},",,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,468,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,493,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,525,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,585,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,631,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,636,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,646,tmp,runtime,"- imageStore: {test_impact_for('src/lib/imageStore.ts', next(i for i in files if i['currentPath'] == 'src/lib/imageStore.ts')['importedBy'])}",,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,672,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,19,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,21,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,112,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,113,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,114,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,115,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,116,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,142,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,143,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,144,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,145,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,200,tmp,runtime,"""historyDependency"": ""historyStore imports imageStore at runtime; imageStore itself does not import history."",",,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,201,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,202,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,209,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,210,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,211,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,212,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,213,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,214,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,215,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,216,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,217,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,218,tmp,runtime,"""cycleRisk"": ""LOW: imageStore has no imports and does not depend on historyStore/components."",",,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,219,tmp,runtime,"""historyStoreMoveBenefit"": ""After imageStore moves to common/storage, historyStore can later move to common/storage and import sibling ./imageStore."",",,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,236,tmp,runtime,"""imageStore가 import 없는 leaf store라 move-only 범위가 작다."",",,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,251,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,260,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,269,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,299,tmp,runtime,"""summary"": ""Move only imageStore.ts to src/common/storage/imageStore.ts and update import paths."",",,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,302,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,309,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,310,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,311,tmp,runtime,"""src/common/storage/imageStore.ts가 components/*를 import하지 않음"",",,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,312,tmp,runtime,"""src/common/storage/imageStore.ts가 React를 import하지 않음"",",,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,314,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,315,tmp,runtime,"""src/lib/historyStore.ts가 @/common/storage/imageStore 또는 적절한 상대/alias import 사용"",",,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,323,tmp,runtime,"""imageStore 단일 파일 이동과 import path 보정만 수행한다."",",,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,361,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,416,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,429,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,450,tmp,runtime,- src/lib/historyStore.ts: `./imageStore` runtime import,,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,451,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,452,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,453,tmp,reference,(reference),,True,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,456,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,457,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,458,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,476,tmp,runtime,- common/storage로 이동해도 imageStore 자체가 components/*를 import하지 않으므로 common boundary 위반이 생기지 않는다.,,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,481,tmp,runtime,| src/common/storage/imageStore.ts | YES | shared browser persistence boundary에 적합 | import path 보정 필요 | LOW |,,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,482,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,483,tmp,runtime,| src/components/history/utils/imageStore.ts | NO | history image와 가까움 | Template/RunOCR가 history feature import | HIGH |,,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,484,tmp,runtime,| src/components/template/utils/imageStore.ts | NO | template image와 가까움 | historyStore가 template feature import | HIGH |,,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,489,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,508,tmp,runtime,- CS-1 move에서 imageStore 단일 파일 이동과 import path 보정만 수행한다.,,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,53,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,97,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,99,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,315,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,422,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,423,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,511,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,571,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,30,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,165,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,166,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,201,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,268,tmp,reference,(reference),,False,False,True
src/components/template/ui/TemplateAnnotator.tsx,8,template,runtime,"import { saveTemplateImage, getTemplateImage, deleteTemplateImage } from ""@/lib/imageStore"";","{ saveTemplateImage, getTemplateImage, deleteTemplateImage }",True,False,False
tmp/codex_frontend_target_structure_ownership_precheck.py,301,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_template_editor_ui_ownership_precheck.py,42,tmp,runtime,"""notes"": ""Template route와 legacy /ocr route에서 dynamic import되며 OcrCanvasPane/OcrRightPanel/core/export/imageStore/template save 흐름을 조립한다."",",,False,False,True
tmp/codex_frontend_template_editor_ui_ownership_precheck.py,530,tmp,runtime,"- 판단: Template editor entry로 이동 가능하지만 `OcrCanvasPane`, `OcrRightPanel`, `ocr/core/export`, `imageStore`, template save/localStorage 흐름을 조립하므로 logic 변경 없이 move/import-only로 제한해야 한다.",,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,52,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,117,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,53,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,118,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,119,tmp,reference,(reference),,False,False,True
src/lib/historyStore.ts,767,lib,reference,(reference),,False,False,False
src/lib/historyStore.ts,771,lib,reference,(reference),,False,False,False
tmp/codex_frontend_history_store_ownership_precheck.py,161,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,213,tmp,reference,(reference),,False,False,True
src/app/template/page.tsx,107,template,reference,(reference),,False,False,False
src/app/template/page.tsx,109,template,reference,(reference),,False,False,False
src/app/template/page.tsx,116,template,reference,(reference),,False,False,False
tmp/codex_frontend_image_store_common_storage_move_precheck.py,120,tmp,reference,(reference),,False,False,True
src/components/history/HistoryWorkspace.tsx,9,history,type-only,"import { readHistoryListWithFallback, readHistoryDetailWithFallback, deleteHistoryRun, clearHistoryRuns, hydrateHistoryRecordImages, type RunStatus, type HistoryRunRecord } from ""@/lib/historyStore"";","{ readHistoryListWithFallback, readHistoryDetailWithFallback, deleteHistoryRun, clearHistoryRuns, hydrateHistoryRecordImages, type RunStatus, type HistoryRunRecord }",False,False,False
src/components/history/HistoryWorkspace.tsx,296,history,reference,(reference),,False,False,False
src/components/history/HistoryWorkspace.tsx,299,history,reference,(reference),,False,False,False
src/components/history/HistoryWorkspace.tsx,300,history,reference,(reference),,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,65,runocr,reference,(reference),,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,253,runocr,reference,(reference),,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,255,runocr,reference,(reference),,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,269,runocr,reference,(reference),,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,270,runocr,reference,(reference),,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,295,runocr,reference,(reference),,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,296,runocr,reference,(reference),,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,300,runocr,reference,(reference),,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,301,runocr,reference,(reference),,False,False,False
src/lib/historyStore.ts,4,lib,reference,(reference),,False,False,False
src/lib/historyStore.ts,173,lib,reference,(reference),,False,False,False
src/lib/historyStore.ts,327,lib,reference,(reference),,False,False,False
src/lib/historyStore.ts,552,lib,reference,(reference),,False,False,False
src/lib/historyStore.ts,769,lib,reference,(reference),,False,False,False
tmp/codex_frontend_detail_history_view_ui_move_precheck.py,172,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_clean_json_builder_common_move_precheck.py,201,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_clean_json_builder_common_move_precheck.py,346,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_markdown_report_builder_common_move_precheck.py,181,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_markdown_report_builder_common_move_precheck.py,314,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_invoice_field_labels_common_move_precheck.py,179,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_invoice_field_labels_common_move_precheck.py,305,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,121,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,191,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,234,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,434,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,436,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_image_store_common_storage_move_precheck.py,475,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_invoice_table_display_common_move_precheck.py,280,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_structured_table_view_model_common_move_precheck.py,264,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,205,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_history_store_ownership_precheck.py,446,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_ocr_canvas_pane_common_move_precheck.py,186,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_ocr_canvas_pane_common_move_precheck.py,446,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,406,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,630,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,347,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_ocr_result_formatters_common_move_precheck.py,178,tmp,reference,(reference),,False,False,True
tmp/codex_frontend_lib_ocr_result_formatters_common_move_precheck.py,286,tmp,reference,(reference),,False,False,True
src/components/template/ui/TemplateAnnotator.tsx,72,template,reference,(reference),,False,False,False
src/components/template/ui/TemplateAnnotator.tsx,226,template,reference,(reference),,False,False,False
src/components/template/ui/TemplateAnnotator.tsx,279,template,reference,(reference),,False,False,False
tmp/codex_frontend_template_annotator_rename_precheck.py,185,tmp,reference,(reference),,False,False,True
